TT1;TS1;ES1;LS1;SS1;TT2;TS2;ES2;LS2;SS2;TT3;TS3;ES3;LS3;SS3;TT4;TS4;ES4;LS4;SS4;TT5;TS5;ES5;LS5;SS5;TT6;TS6;ES6;LS6;SS6;TT7;TS7;ES7;LS7;SS7;TT8;TS8;ES8;LS8;SS8;TT9;TS9;ES9;LS9;SS9;TT10;TS10;ES10;LS10;SS10;TT11;TS11;ES11;LS11;SS11;TT12;TS12;ES12;LS12;SS12;TT13;TS13;ES13;LS13;SS13;TT14;TS14;ES14;LS14;SS14;TT15;TS15;ES15;LS15;SS15;TT16;TS16;ES16;LS16;SS16;TT17;TS17;ES17;LS17;SS17;TT18;TS18;ES18;LS18;SS18;TT19;TS19;ES19;LS19;SS19;TT20;TS20;ES20;LS20;SS20;TT21;TS21;ES21;LS21;SS21;TT22;TS22;ES22;LS22;SS22;TT23;TS23;ES23;LS23;SS23;TT24;TS24;ES24;LS24;SS24;TT25;TS25;ES25;LS25;SS25;TT26;TS26;ES26;LS26;SS26;TT27;TS27;ES27;LS27;SS27;TT28;TS28;ES28;LS28;SS28;TT29;TS29;ES29;LS29;SS29;TT30;TS30;ES30;LS30;SS30;TT31;TS31;ES31;LS31;SS31;TT32;TS32;ES32;LS32;SS32;number;name
667917811605661;13765550685;6760298506242770;6773480569648030;4279890716;1073587355545840;10457824003;1122885537895960;1130896373245.64;1487344105;8853909383991830;78791696112;9188852884165090;9243279734311860;10215249652;7158777424646910;136452443757;7885932497426000;8003644820799250;2016657.93;6257514552117690;11404170503;632500443315369;633597153882204;4611903141;625716114252057;11153940181;632304746717025;6333753994925820;451752226;9146719492571330;68308131515;9408544560669270;9451087310847170;12048357456;8335392500196550;86002650968;8666244698472340;8720008180692160;16426361815;6778759431486830;16716959593;6875416891854840;6891123729164640;3166701071;9524705033413870;97056842682;9998051255174350;1007496602964280;17437037966;9257382444269490;88205466004;9615320225314240;967347943664475;21913794774;6880985492213720;27569724027;7024982160808980;7048381619455710;4452798981;5679453294945920;10076706894;5725715456295960;573323305751535;1223767088;7559588640062830;205781484408;8149975718829630;8245913619129230;14461546623;9726479450873040;51554768684;995130979710542;998784472836818;685329793;891350082939496;50332775307;9119311547623260;9152755789335360;6124197347;6406437826108460;10527881111;6464393811623580;6473811659269780;3640451351;1035282667700.12;97017090288;1083199408593160;1090984647881930;3181544458;1297769077507040;96187639719;1342082723125550;1349283690538560;3460339939;7444012663871400;14727492014;7538548435107280;7553910497933110;6913619634;5810211379054310;19678726263;5877925876123960;5888929481897780;1430711972;6631876755359970;12223906333;6676225087535150;6683431691513620;942162894;1300023742678370;64961115758;1325072748914670;1329143212428.07;18026853469;1019856502497.91;31623367747;1036714919844.07;1039454412662820;790162336;6154458681715020;4962516863;6200019549036690;620742318997647;4269689123;6871877091640880;10525390212;7777692173283590;7924834809253700;79708903559;1444976446280810;9129521911;1480161623725970;1485879215060810;9170154507;7870148364954400;17861370696;7925554336853450;7934557807287040;3935083231;9101991750123040;66568857523;9323200063672950;9359145011251960;24270727602;1359736132540350;67339524261;1387163520771690;1391614667390.66;6156496015;1302480035893940;64860248253;1330129959724260;1334620345303350;734923.99;1024183245679740;46827588346;1043256122412960;1046355464882100;6247414774;2;control1
6728188264099170;10603325969;6776931753576420;6784852570616470;6222165782;1075608293521000;71641647823;1110748521778.06;1116458337473250;10001428788;8858656956360800;50968495977;9097138549038260;9135888884785200;6196088223;7162769786052840;6095707056;7464812070676640;7513652090313970;7383222923;626934552052078;1192582.43;6308986960493480;6315428694489040;1063343347;6267196418798730;1189625715;6306787162595110;6313220658462020;1066384198;9168810812815120;39609186185;9332040269082000;9358537164837780;9927649215;8369001715048730;46932227648;8576958415757510;8610750622146630;18335434829;681204931339942;4889509804;6843425297809800;6848523895276490;1169939758;9538321990387990;78180408663;9895059195116090;9953028990884410;23113953656;9270482791747370;69967379285;9535659159235760;9578750318952620;1343659486;6918791000436090;20548228856;6983230246129400;6993701623554570;1933058413;5689262697292720;8092432227;572860810277804;5735001731169400;102118326;7660737233646020;118777064124;8054601978280010;8118604999283030;18187843422;9767083165672430;19175159078;9876995177509140;9894855879432600;7548901912;893930803421507;22510245784;9054110287715450;9072765653909260;772798931;6435869744749680;6021957163;6471646192252880;6477459864972160;15927870464;1038344357490910;7425998769;1072125225891030;1077614538119300;10725502595;1302076848092.03;8485116796;1329458319992700;1333907809176560;7192837349;7493997362962350;1343170427;7535743099833550;7542526782075120;6166983856;5844425681990580;12095014481;5873054581266680;5877706777399050;394923271;6653105775774470;7192850686;6676202019327420;6679955158904770;707872421;1303914078144210;32864627382;1318022862679210;1320315540166150;8052959209;1022051673672160;15501081703;1031992517368.01;1033607904468580;12028198813;6168123259462330;7068609715;6218515378123040;6226704097405410;2213765689;6857256251693530;53951803884;722002818100.98;7278978619523690;48439144218;1448180784024500;53783339634;1474351757090.42;1478604753901200;15573038487;7882271311515730;10059173322;7942535818887200;7952328801335070;8066707123;9122195722567320;3282570173;926344471710985;928639767872301;903659906;1362010446266390;37394085858;1378220782485810;1380854962121470;11786038638;1304675211581930;38798189834;1321017009140160;1323672551243380;11897590068;1025825292854320;20927966484;1037285447300740;1039147722398280;658979157;3;control1
6709965572786370;10049775759;6767158846629810;6776452753629370;3963286567;1064897931676670;57881219788;1100164958893760;1105895180332.68;23379116438;8758171579442540;41006644605;9008927211200620;9049671568510160;8594042883;7058182959211620;38620234153;7325512220018420;7368760231512220;8710576333;6259941697277010;10872566618;6287242712053800;6291679126955020;687070606;6258189698831080;10934811981;6285362706603320;6289778320366310;67568688;9083037763051650;27703244151;9255684380600390;928365395681066;4851617729;820863748855881;40284360434;8489056921537340;8534618635421690;10899931551;6783438576430670;7445617705;6834887794770510;6843248292750730;2167054946;9430057698933810;65007030983;9780705624054770;983768179709073;22066682043;9164852343156390;54169793714;9433859538740910;9477563997988970;18581827912;6883412761702980;14986639229;6968686738915680;6982543760212740;6752934355;5686917300389910;11724687155;5743019928425220;5752136605480960;2765982116;7373221787101200;139177644941;7908916542480040;7995807329776510;10568084079;9661853011894200;2149104826;9789423874364570;9810115475263940;3283338765;8854236004362670;17429570585;8983110249269750;9003975086988000;4172967544;6429622029491820;6787208532;6480763645782080;6489074158429250;3201276058;1027849233770950;61104382418;1060576740994.05;1065894960917800;17810515485;1291260464468.96;7245795.14;1319149529962790;1323681503105540;14609842498;7469033549066550;9274465271;753718231988036;7548256495137600;4420828446;5829495473212500;5555608751;5866834719625390;5872902347167480;2534514429;6629421838193390;8811577326;6665558116807420;6671430262082200;1414293178;1293315565638310;2663316474;1309101042379430;1311656690104410;4399462429;1014457303641850;16205999764;1025441730281740;1027226663350060;4385584934;6149251510580990;807847738;6208604083889250;6218248877051840;3780789166;6730231586316040;45174806398;6996040147164090;7039234038301900;11503033592;1437305477044140;53132667327;1460928260937700;1464761976616350;5641135489;7869232135152730;11078663624;793235836048131;7942616372097200;5581072696;9029986864405580;2914207807;9185343282595220;9210431464794410;3737253419;1351853510396760;22810317111;1368968091324910;1371733117796810;6277018097;1294709818517960;29996469877;1312035779518830;1314837738087790;4494639989;1017923574566000;18132923272;1030894054582.21;1032998818255280;4228131123;4;control1
671031167768059;1024312597;6769885698323290;6779566476677730;2191212846;1059064359234260;49708957143;1089302317864430;1094215420917020;1016153682;8690358612362340;33955870337;8900986876061520;8935211481192160;7247904517;7018757801854630;26144527751;7181585920689730;7207973319508080;478900.16;6261511648985840;431517.41;629371147811932;6298930038824820;44443542;6260161814146920;3452201272;6292650480313290;6297909191427170;52819517;9047248548025350;15537948571;918103028522449;9202719027117940;9635158549;8066328568028700;43856383216;8330168569455750;8373037324684530;8399050789;6776661810804530;5960962556;6836456226207170;6846172818710100;8178949918;9377291043224900;7324634016;9653942470009080;9698894622293460;23461457351;9111299284269740;69266879076;9334546435532250;9370824097612400;19694713399;6884703904261440;18733084613;6964731641727060;6977736149065230;1883619255;5699267819042980;10511283327;576521561063.37;5775932126767190;14925509935;7121643959418210;243112298063;7705356587066290;7800049279858490;10686456697;9598815711134820;14827407132;9709828508329240;9727866457678670;4877758072;8819071201833730;12384939707;8915946200225450;8931683298685900;4657324197;6461210987745860;7706385054;6515032380966260;652377835736458;2261110754;1021929938664940;5603824304;1051803926029370;1056658197204.64;9700781725;1287504788039330;52706310995;1310843142548030;1314633029411840;6572818009;7498876669173100;11838721481;7572146516417210;7584052866594380;2399022804;5856401934001860;4346361388;5922640481560450;5933291162353960;224272074;6653195524377780;3016742925;6710142580573320;6719231714101660;11418509458;1288300630241740;15539160535;1300153901898.04;1302077493678880;322263659;1011695449321230;12781967711;1019815833407860;1021135395821940;2773355221;6140805819426890;8703590583;618764854394.38;6195260486677790;749206962;6675225223360500;47177261994;6907997834039600;694581346808709;6023516095;1432356584332290;49673363553;1451957693590450;1455142873844900;7196521135;7866528162553160;10922522983;7919567934157210;7928186897042860;1796365754;8987209307737250;18700105305;9104271966948490;9123168811900680;3438290566;1346713062381540;22767689902;1360619567373730;1362866271750.44;3982106304;1288455261008830;20181802248;1304166794058.88;1306710456812380;4416081169;1014704583880610;16780889923;1025110413722140;1026800746819220;3467349943;5;control1
640592643223036;22604474723;6530748341651190;6551031901932080;4646863753;1057066468642760;241010929709;1183621307832740;1204181339128.74;40266414602;8722409261071620;166832045061;9707886151246800;9867992843036750;35088032389;7141433003961970;58091174644;944068169637015;9814221421336190;59785487351;6159195076902130;35331652491;6308895288506040;6333221572891680;400037566;615705647212609;35094105504;6305820385358020;6329994521258210;3966224102;9012261562318520;173675495014;1002843688364620;1019350037352.48;3647811931;8252833627017460;155690386176;915365820143288;930003216006.64;34669341221;6797465329154160;30831767544;6965930107013650;6993305633415820;8990320658;9338505286292680;251751580757;1076367098495880;1099524662345480;52227252705;9081957545350270;223376958788;1022654108218.18;1041253358654.75;36555130575;6882130895065320;70068615279;7170463246937280;7217317254116480;16348223021;5684233238527330;24403461096;5782945238659880;5798985938681420;9895558311;6914942488021960;548572029007;8649527243742180;8931397266546720;74059385918;9546072400729980;143116097713;1038043925039670;1051602058921850;53252686104;8774071951283710;141292815104;9538042202552450;9662187368383620;52693194326;6398897609040850;12408561185;6481439358043370;6494852392256280;6924643373;1020085609788270;250054548745;1158690846157600;1181208058712390;46930413828;1282856680638220;239220888457;1423829550206040;1446735576433740;5003500705;743976104023439;26517204434;7603876018475970;7630544702440220;13092137439;5655856695065870;1138174659;5723100053918280;5734027099731800;2094106135;6527279401931730;39742234786;6923032575931420;6987213187600320;123662064873;1281170341376730;16426156636;1380844259843740;1397035102825070;37891043719;1004352756609190;98239730373;1064593359273870;1074380817998690;25154095926;6136396143448980;25238520369;6333912803855620;6366009261171700;11060116236;6712490666899590;393837437452;8535170327425590;8831342994214990;88940740778;1430382417360150;221081282286;1549501012255940;1568857783926510;73627887678;7870972967823610;39560127997;8119054530495820;8159367784430060;22284828045;9002354185852170;153865989292;9847386199042810;9984703901186290;61660396113;1344332551425.81;180358480834;1443024712137930;1459062188253650;73735522371;1284445577097160;176255346608;1385298886425990;1401676254854860;54500394106;1010287347436010;115024299461;1076713880374580;1087507526049.09;41370815157;1;control1
6506087228340010;27349257552;6688834967302610;6718531474884040;10329220028;1073147764186280;252488342287;1184924353316760;1203088049050460;37205439848;8883801916575140;174493834454;9717707951430730;9853217682094760;29677996203;7294813467691640;699533478527;9365432564131200;9701908167302630;61920427525;6196288460950670;37585603195;6360687889326130;6387402796437140;4677798479;6193939676138630;37351577304;6357651639462720;6384254833502890;4621016856;9106330415687220;180914991477;9873590894541330;9998270722355130;29405619767;8388031857216040;152236138379;9049041170057470;9156455183394200;27584492382;6772737555803000;18712302263;6886414792048090;6904887342937920;4153001549;9514154480132020;231354807681;1056103498488890;1073115306691.19;45620295528;9220901872633220;211630886256;1004986005409850;1018456575858660;30264143898;6866872532991330;50536538369;7065278982629740;7097520030695990;7212762431;563696036592801;20333478157;5803938888552270;583107289847872;9834726323;7415839315567160;378337359502;8550094719355540;8734411222471150;29345088858;9686044436997790;125549684827;1025202241620000;1034399383782040;21630155602;8853324238284040;130724487103;9412955767571170;9503895891080330;1934073235;6330695803821200;19587877055;6438272424605520;6455753625482970;423889449;1036357836734460;272921500657;1144161829494020;1161679978317440;38937872468;1295174933472890;293763378106;1406746264477480;1424876605765730;37977254479;7364220958507520;38724829755;7548938396438040;7578954980101750;6187710506;5691570670668950;16651314421;5818137311585310;5838704390734220;6240011878;6558708013172820;35211940049;6768042996764650;6802059931598320;8169292707;1294097722295640;162272602167;1368077801623430;1380099564514190;28160606444;1013983012251460;90364902624;1058605201167130;1065856306865930;18630795732;6156244049964180;23752746442;6297881676998760;6320897791391880;4944385477;6840625368359100;380422968854;8316666487511670;8556523169373960;73283434727;1441440425382100;212101308004;1523502421448870;1536835519004660;47280487787;7889257430451780;41166404007;8053758380862210;808048978530391;8385007667;9076601741560280;158721524928;9667521978865410;9763541015254220;30433925955;1356189540932080;171261229897;1427314329708.31;1438869366767830;23490622199;1298350860296380;174020279854;1371021729163600;1382830745354530;25638333024;1019030039428530;109191789572;1066244569239560;1073916930333850;17989123316;2;control1
6601344983995310;28822656096;6759235494089130;6784892701979370;8335675078;1054153372702830;182171072469;1149501712033050;1164993946307950;95102727286;8710658100321210;128494223356;9418918259460260;9533998081305540;51651625604;7054816248241270;49157225293;890656892502804;920747873500589;15680552891;6235819423335900;2764785936;6377735885432400;6400797310523080;13065963224;6234641101517410;27274003239;6374829478163790;6397610089368830;12973013215;8984130364057710;136774765728;9593872269671040;9692945073043060;42870100983;792226529242526;201188222005;8762427307519350;8898953178405300;45463160468;6708345749241560;24616455206;6840043784591280;6861444715335610;3935441476;9359597924672320;168376911308;1025940413870140;1040561963644460;33589592865;906230651878382;139645825103;9768774747978470;9883575345381930;23314499879;6809890137301420;37449823979;7001932834666670;7033139772988520;5881443332;5690648799810490;11450531557;5764687936855490;5776719296625300;4652497977;6752283747192830;58294977511;8202079837891790;8437656747917230;4056774755;9514768062640460;98601225604;1002631122107170;1010943618455280;18793796853;8731965828878890;99568050564;9211286424291680;9289175305215770;15408285049;6370379111642350;9930251984;6427934852141500;6437287659972620;1733606642;1018245622584500;19201396981;1105823194214680;1120054185432780;52454814663;1279043892921.83;206080468966;1364752759964760;1378680314860440;66101352139;7383721810538290;23529802009;7506994443265980;7527026246084230;8812935688;5762829102680280;10518603593;5827855110090830;5838421836295050;3134596916;6608221567575340;11316687629;6690448619884300;6703810515884510;13456088621;1279908275754780;134189306779;1340883896755270;1350790669608.03;33685048802;1005201699284080;7497105663;1043017100248080;1049161981295.25;22997309308;6099997578767700;18882867179;6238843301134810;626140573101947;14775658078;6714816269477120;18238596782;7856734814001140;8042180432311400;45241673167;1421359611431090;168280564081;1492374009473380;1503910439243100;18303077534;7820794773186950;25381981415;797641170124114;8001699452049940;8636526916;8897459716970900;127760387223;9430092771303070;9516617354255990;14085069665;1338076359093320;136883011099;1398783974515.54;1408644846582.49;16625985613;1281487536650000;134592335416;1343588440210720;1353673729992170;17954939971;1008197981396190;81081998529;1048325462467950;1054846124218860;26093084237;3;control1
6592707798303060;28286236345;6753034185905490;6779087223890890;5195022529;1049532235076.09;145072294749;1137982813184310;1152354800788250;37098574094;8652375899912540;10199083162;9313174497979950;9420550494555660;30255282214;7019282364644070;271695947268;8716838643171840;8992622690423250;87025575024;624180237131559;19575548846;636217242116872;6381732554269850;4652743364;6238086289687360;19658574611;635920276786464;6378884195568440;4624395607;8961222514783180;100441532148;9505314294430170;9593718680448610;20046346036;7655583268394650;190595010752;8640006498926750;8799969938072590;31285632534;6688695421891560;29257814344;682342765694791;6845321645144560;6139648961;9301555006270660;159298906582;1008036736055170;1020692436812.24;62098629819;9012415223305790;143340892115;9642255103258290;9744604083750570;40073993928;680539017118887;39213250571;6978712738712920;700687765593558;9341597752;5673182840943450;8681923562;5764013125247020;5778773046446360;26216556304;6765363685178590;492350428959;8100125698087790;8317024525185530;85968619539;9474098023372770;86594104221;9943524662356930;1001980398490040;1672792161;8707956337191390;87371229543;9138871241295430;9208892642986030;13998680866;6360337325493060;8495787537;6430359606373040;644173822701604;26963556026;1013116842421590;156589622914;1098849660966790;1112779638110680;28996621865;1275468604850850;155880470625;1357991725999.88;1371396021739610;25802301713;7389552707831110;1542096619;7525442261897080;7547524314432800;10735076585;5775735433613300;6618057651;5850665082337990;5862841150255750;19607194715;6614215771048210;7086071034;6681632650864590;6692587893834750;6725133806;1276759749676560;102993943291;1333190131205.68;1342358999964190;2020464689;1002195395658280;60352088606;1037109078917.11;1042782552446.67;13327398472;6086608822378760;13649908883;6222780313394930;6244908180685060;13778248624;6635690003358180;125812878574;7574002451760310;7726336968443720;45732367662;1417597027136510;123040778631;1483682229339.39;1494413492531100;20370659058;7815278562245790;19298858588;7960174392520930;7983719964940640;7007610839;8866523369621370;95774494278;9357176103809100;9436874880681020;15511634269;1334826220895800;100483305925;1390333199088940;1399349943516940;19610144472;1278813493258700;10213343147;1335150294057730;1344303529084130;19859481507;1005382115320280;69090649523;1042483794114300;1048512816918330;1340080641;4;control1
6590736474755210;34570001984;6764208744711270;6792397988579130;6306318539;1049316679228260;130892748638;1138101230629350;1152528720232020;63557222919;8624863524592730;103805243156;9331258204267770;9446047339714970;52011388966;7014519403708860;270523228933;8786717076447050;9074699198267010;164373357203;6257216760424300;17918276441;6383863138311120;6404443174717730;971673107;6253020060724180;17893262954;6381135823473660;6401954634920450;976950326;895758127648333;75745993889;9526963912545280;9619487574937070;59462507964;748637235305.5;193714591565;8634712451852670;8821315781796410;44524774503;6702376578079620;34118114048;692131251592316;6956889605822730;10282395925;9298044116324660;101415930936;1011068997091700;1024273554674260;65047081687;9000288698914060;83628482428;9692398019491440;9804862838014880;6311157044;6839177879515640;38534163387;709774211584114;7139758804244030;11729952095;5727429309481540;6202200727;578700764966825;5796689129948580;7077105468;6644381530412950;408376061086;8150064067636950;8394737479935850;46017192458;946740078332301;61756062606;9955397190031820;1003469522792750;41670014659;8709504001105750;57594597843;9150217863797950;922183386648544;47744001792;6415055817132250;9419995392;6506373252460870;6521212335701770;12448895336;1010619060251570;115255916558;1097049472078520;1111094109875500;56313704078;1274885747969590;109302686416;1356075783439390;1369267862033210;53933273074;7449735709906820;18325165904;7598664333204670;7622865234490570;11898181556;5833194787834350;9193639928;5913970108243240;5927096097809690;6456463141;6642768758191330;7500104794;6715774778257020;6727638256517700;11653711454;1276052434495680;76436850379;1333731681791320;1343104486148620;54651920451;1003121684284.98;45572843012;1038627486275510;1044397179098970;30511331695;6112749937364860;12135729628;6215673060343270;6232398067827260;10267039585;6645565690842910;116844533759;7741917951101760;7919955582846430;149611455248;1418791708974520;8455993955;1485847741037330;1496744346247.54;81439500824;7832459185383380;14299142079;7957419388009470;7977725420936210;19506275626;8873692481257860;64010575697;9376943627385690;945872193863147;67753364744;1334798821324800;70800422324;1391219677874410;1400388067063730;68574339486;1278819698543.92;72073079828;1336125004314770;1345436889625060;63003283561;1006251165014030;48084492877;1044435060807470;1050639943873910;35824959968;5;control1
6533632390793650;6419103628;6784426769538370;6825180856084390;12566785861;1030860329424540;164070820084;1112255863268.46;1125482637518090;59392789626;8441664836564200;134289218361;9094981883889380;9201145904079720;45918693854;688357509092316;122427619769;757994339216.67;7693103241118770;67357052948;6262328435240940;1098904292;6325108837443060;6335310652800900;3732826695;6261019214411080;10845963186;6322732744936930;6332761193647380;3692359614;8857715784812150;105211822224;9342321437976460;9421069856615660;34645146784;6887571209325760;416466551013;8336458340300490;8571889229456100;76837757557;6619199783220520;5661901.99;6860679903095350;6899920422575010;14474555323;911542502797766;156413071453;9897646798315290;1002475783599510;29080539391;8863061133997710;147655472449;9521309230177170;9628274545806330;58196580865;6792560029577880;46679382624;7031138354169250;7069907331915350;19433071552;5694668013787630;12175975688;5771388836595690;5783855970302000;2401219897;6534718581339070;580066952995;7969224156095060;820233131199291;65590083258;9355157824225930;96686807199;9807362021497220;9880845203553810;30617992524;8631389412096000;8961305693;9041100308379150;9107678329025160;26160322454;6473257724174510;6839399468;6531194277068870;6540608966914210;9685894903;9977436131325040;177906925779;1074190219139940;1086612792616150;41968153636;1265824142075270;186497498459;1335630155748450;1346973632970340;37130858337;7503561016886100;20830536805;7613108809942110;7630910326313710;8051341643;5876730030477420;1005999628;5930732090509470;5939507425264680;6158129653;6677027412835790;4938956301;6711284013742940;6716850711390350;9022200401;1265718029271.34;119359417258;1315455098442610;1323537372182950;31907910542;9934305778530530;67252293413;1026202620432.98;1031528077352210;23616216937;6086313778200560;18910627705;6197716286012910;6215819193532420;3512399596;6525983113409210;92230038043;7106294512774500;7200561792237530;21795902766;1407014133430460;13705211.58;1468975394983830;1479044099986250;52798662834;7817995374306020;21714419884;7936100104054000;7955292122638050;16587742942;8792621938503170;113835730401;9239085673134940;9311636030012600;28451120344;1322913704057360;116457012176;1373945166792980;1382232555880400;31643333667;1267031079611940;111814122073;1317526337140080;1325730293494410;31971770672;9970287575951940;69996018944;1031270810062.66;1036835078789570;24192472726;1;control1
6545944849953760;58298434576;6748123821062290;6780977903867430;13576067275;1047615544586020;145430256204;1128663826368740;1141829077064470;30574200408;8599033885463870;111117728749;9251628306404870;9357646969985730;22310324828;7008608714060940;216939975499;8675575485797040;894615387795198;113260105548;6287966523288890;11128193731;6373319769207700;6387189671669500;5224068724;6286646644875710;1093902331;6370625526828540;6384272095145870;5180929505;894628700599.61;82346170554;9440775760170770;9521099440248480;18998032185;7084095861884100;363895943228;8494556537836160;8723748239780020;46366923315;6667047136946100;42564768936;6847649451539580;6876997327661020;11905832098;9248468711420120;125908898001;1002633388327210;1015273350642840;33679622477;8961663285208790;11314250846;9614834986546060;972097538801337;25824915199;6850998503540830;3048549853;7019857679897980;7047297296056020;20462055301;5713229411901960;1794021068;5763210838856230;5771332820736300;18671222713;6663377774241760;393950711229;8061114897683230;8288247180242470;57313217905;9433545262519170;71466852573;9901081412050970;9977056036349890;28306491915;8689281924367690;69306145507;9106297001880830;9174061951976710;19207752295;6476228567204830;9772243464;6519597783697710;6526645281377800;9734112818;1010199001251120;124285771942;1087542037130610;1100108901886250;33745608903;1275034363357660;136886999578;1345230016741500;1356634663546.48;26683778205;752499226993548;21960883284;7598451424522040;7610388537142360;7437453346;5861498281223030;-6128144229;5919979161601670;5929482304663200;10109726661;6663720258233830;-3671515218;6696092007914950;6701352417238130;232042758;1274981899717830;85819823001;1325203660137960;1333357519435760;17471307688;1000594812607210;52020775725;1032863299789490;1038106928956610;15909069075;6152791112451050;12646771927;6274427764844290;6294193720858200;18404055879;6575642597357670;92668706499;7153524651083300;724743048481372;43036587411;1417875098344.06;104240734208;1479460524113910;1489463732345450;2129248.24;7877190915461220;14064328228;8012996068826270;8035064406248090;15842309707;8872732324822000;79768961388;9341055897131560;941708327981933;18315437892;1334279238504180;87446188395;1385959935845570;1394350145673140;17217750518;1277240687115220;8702288787;1328418847471720;1336730665882310;20179214398;1004536637641670;56301294636;1038886057498980;1044467838225790;15330350801;2;control1
6484209664324260;16395434535;6533740272053180;6541788995809130;3269181054;1056430073655930;145206355865;1122673213201640;1133437246503370;19044644908;8733310238222840;100226079285;9195953820204510;9271133082370910;13927243825;7087762368629930;457478787784;8651424865277160;8905459094120820;41199193779;6205865674192340;24156237383;6292079285414040;6306088997237560;9576016284;6203425562851960;23884833477;6289076575700280;6302994865288130;9801612386;8981099548030380;89791142184;937662952935255;9440891955436940;17935368709;806768355348793;108074580458;8624808015751390;8715338334518340;18351980289;6712437554892110;17182613115;6818041895096650;6835202600379890;3673096165;9341848633925230;127105150525;9977755701999380;1008108426916470;2525136.05;9071594206833010;116969559737;9582634213322820;9665678214377410;31515749926;6802166260166580;31044529004;6961021115080100;6986835029003550;491038.88;5627264569999650;11363228945;567610372800528;5684040091181190;3782823249;7012458437743640;383264684711;8076784467184810;8249715503162800;40404447658;9505349491081980;61858009711;9875693395224120;9935874163830080;14859449039;8724843779776570;71064497665;9061973756697030;9116757033939240;11545474656;6399052333829830;13160443976;6439007441742230;6445500146778000;1344245349;1017268734666130;128826505961;1080548314394300;1090831246100.13;26420687836;1278816570958560;136701372571;1335438279477500;1344639307111830;28442125608;7433106074204910;15317975725;7510507805545680;752308558688856;4033926024;5698745379320390;-341810145;5731497627417180;5736819867732910;2696170373;6564598144893130;-3093470278;6586775233318090;6590379010187150;15668595083;1277721153105650;83392765012;1317599573334280;1324076606360580;12311410428;1001593920798.14;45744154688;1026446720040010;1030485299916810;13984002344;620244581211277;14979002826;6261582915270450;6271192694533570;2359386021;6626157828540240;5893803375;718547976882549;7276294832856520;64225646415;1423126188738170;116912884443;1475152422315100;1483606662723.94;16273802519;7930223984118900;25259573272;8004310312524250;801634934089012;9494501866;894701537406741;84008924925;9301869072949430;935950818793962;10113899805;1339369409782460;86220152756;1381289648052520;1388094781471500;11155956425;1281718448974440;83956570927;1323461656039110;1330241672012810;13260348081;1006767626702550;53133757402;1034678789465.78;1039214353414800;9955144752;3;control1
637363839745291;13323059118;6501433180511240;6522199832758220;13752749832;1060178646003650;95917771849;1133574925022580;1145501053017270;43975398211;8771196676016860;62736019994;926969709088672;9350703299004130;34647651034;7243586368480120;39256709494;8791870990925060;9043458434297480;45910117404;6147392979408610;18050132436;6277245632154140;6298346688225290;667543691;6145775607459510;1775402737;6274492305888800;6295408769383560;6706144115;8997168720140210;58441467389;943325894979752;9504115327739310;27116868711;8251164792698680;56637460453;8692540522008690;8764261313215060;24955042173;6746676761650530;10661721095;682022131376384;6832172303482250;6011564245;9346968515442720;116675286781;1002636871036630;1013677124204140;36998167451;9072600704596120;103002284126;9623765926956560;9713330275590130;28227024467;682653325344976;23955404008;6966983787148310;698980699887433;8116362634;5624727855762430;427892277;5674243550053950;5682234920520780;3509604948;714489086280441;306604246373;8156991480082010;8321457830389620;35468266187;9514054079405840;56123782549;9907762413990110;9971740018360060;23616686737;8734655234793190;65336143706;9092305285438790;9150423418668700;2247414278;6380122180177180;18523421777;6411945418790700;6417116695065400;1577570554;1018417712457.68;94990259238;1088368539360880;1099735452945.6;40947095046;1279863490956730;87369068094;1344595233507640;1355114141672160;39889678288;7406317677969030;1785194244;7476493663701580;748789726138312;12275132058;5615486010643470;9911010629;570907568401052;5724259994385770;3850953684;6484714840714820;11151806492;6579594410350030;6595012340415760;6628516795;1277135501820590;58690263891;1322714360758140;1330117296209640;27643522971;1000586096063950;35562330058;1028886598323990;1033485236847140;17796588712;6096906573040220;22235539883;6201057841852100;6217982423034030;517571.29;6671460023317220;103395132948;7561278537464520;7705813526034550;68499994583;1424919403540030;109706147243;1479805389005460;1488724361643600;27125829191;7830102843397140;28242714338;794993668033389;7969409678836110;5314682997;8957372958698600;78200955452;9345406099653310;9408451374579720;12091537193;1340544829712.51;65138462227;1385535965572450;1392845489354680;19675703317;1282599898030330;62428467236;1328559735609.65;1336024223998710;24047965171;1007166776886090;45433492943;1037834384622660;1042817866598810;17394352447;4;control1
